Nama,ID Produk,Rentang GMV,Status daftar produk,GMV,GMV dari LIVE penjual,GMV LIVE penjual,GMV tidak langsung dari LIVE penjual,GMV dari video penjual,GMV video penjual,GMV tidak langsung dari video penjual,GMV dari kreator,GMV dari LIVE kreator,GMV LIVE afiliasi,GMV tidak langsung dari LIVE kreator,GMV dari video afiliasi,GMV video Afiliasi,GMV tidak langsung dari video kreator,GMV kartu produk penjual,Pesanan,Pesanan SKU,Produk terjual,Est. pembeli,AOV (pesanan SKU),Impresi produk,Klik produk,CTR,Jumlah tambahkan ke keranjang,Persentase tambahkan ke keranjang,CTOR (pesanan SKU),Impresi produk unik,Klik unik,CTR unik,Pembeli yang menambahkan ke keranjang,Persentase ATC unik,CTOR unik (pesanan SKU),GMV dengan pajak,Pajak,GMV (dengan subsidi dari TikTok),Shipping fees,Pengembalian dana,Produk yang dikembalikan dananya,Pembeli yang dikembalikan dananya,Impresi produk tab Toko,Klik produk tab Toko,Klik produk tab Toko unik,Est. pembeli tab Toko,CTR tab Toko,CTOR tab Toko (SKU),GMV tab Toko,Produk terjual dari tab Toko,Perolehan GMV,GMV.1,GMV tidak langsung,Pesanan teratribusi,Pesanan SKU teratribusi,Pesanan SKU.1,Pesanan SKU tidak langsung,Produk terjual dengan atribusi,Produk terjual.1,Produk yang terjual secara tidak langsung,Est. pembeli.1,AOV (pesanan SKU teratribusi),Jumlah LIVE baru,Impresi produk.1,Klik produk.1,CTR.1,Jumlah tambahkan ke keranjang.1,Persentase tambahkan ke keranjang.1,CTOR (pesanan SKU).1,Impresi produk unik.1,Klik unik.1,CTR unik.1,Pembeli yang menambahkan ke keranjang.1,Persentase ATC unik.1,CTOR unik (pesanan SKU).1,Perolehan GMV.1,GMV.2,GMV tidak langsung.1,Pesanan teratribusi.1,Pesanan SKU teratribusi.1,Pesanan SKU.2,Pesanan SKU tidak langsung.1,Produk terjual dengan atribusi.1,Produk terjual.2,Produk yang terjual secara tidak langsung.1,Est. pembeli.2,AOV (pesanan SKU teratribusi).1,Jumlah video baru,Impresi produk.2,Klik produk.2,CTR.2,Jumlah tambahkan ke keranjang.2,Persentase tambahkan ke keranjang.2,CTOR (pesanan SKU).2,Impresi produk unik.2,Klik unik.2,CTR unik.2,Pembeli yang menambahkan ke keranjang.2,Persentase ATC unik.2,CTOR unik (pesanan SKU).2,Perolehan GMV.2,GMV dari LIVE,GMV LIVE afiliasi.1,GMV tidak langsung dari LIVE kreator.1,GMV dari video,GMV video Afiliasi.1,GMV tidak langsung dari video kreator.1,Pesanan teratribusi.2,Pesanan SKU teratribusi.2,Produk terjual dengan atribusi.2,Est. pembeli.3,AOV (pesanan SKU teratribusi).2,promoting_creators_metric_name_short_ui,Jumlah LIVE baru.1,Jumlah video baru.1,Impresi produk.3,Klik produk.3,CTR.3,Jumlah tambahkan ke keranjang.3,Persentase tambahkan ke keranjang.3,CTOR (pesanan SKU).3,Impresi produk unik.3,Klik unik.3,CTR unik.3,Pembeli yang menambahkan ke keranjang.3,Persentase ATC unik.3,CTOR unik (pesanan SKU).3,Impresi produk (LIVE),Klik produk (LIVE),CTR (LIVE),Jumlah tambahkan ke keranjang (LIVE),Tambahkan ke keranjang (LIVE),CTOR (pesanan SKU) (LIVE),Impresi produk unik (LIVE),Klik unik (LIVE),CTR unik (LIVE),Pengguna ATC (LIVE),Persentase ATC unik (LIVE),CTOR unik (SKU) (LIVE),Impresi produk (video),Klik produk (video),CTR (video),Jumlah tambahkan ke keranjang (video),Tambahkan ke keranjang (video),CTOR (pesanan SKU) (video),Impresi produk unik (video),Klik unik (video),CTR unik (video),Pengguna ATC (video),Persentase ATC unik (video),CTOR unik (SKU) (video),Perolehan GMV.3,GMV.3,GMV tidak langsung.2,Pesanan teratribusi.3,Pesanan SKU teratribusi.3,Pesanan SKU.3,Pesanan SKU tidak langsung.2,Produk terjual dengan atribusi.3,Produk terjual.3,Produk yang terjual secara tidak langsung.2,Est. pembeli.4,AOV (pesanan SKU teratribusi).3,Impresi produk.4,Klik produk.4,CTR.4,Jumlah tambahkan ke keranjang.4,Persentase tambahkan ke keranjang.4,CTOR (pesanan SKU).4,Impresi produk unik.4,Klik unik.4,CTR unik.4,Pembeli yang menambahkan ke keranjang.4,Persentase ATC unik.4,CTOR unik (pesanan SKU).4
YUKIDO MATA BOR SET MATA BOR KAYU BESI BETON,1729863305903507965,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,241,0,0.00%,0,0.00%,0.00%,183,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,109,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,6,0,0.00%,0,0.00%,0.00%,5,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,235,0,0.00%,0,0.00%,0.00%,176,0,0.00%,0,0.00%,0.00%
Willmer Gembok Gerbang Gembok Logam Rumah Kotak Besar Hulk 94 mm 5 Kunci Aman Anti Maling,1729903448252254717,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,693,10,1.44%,1,10.00%,0.00%,619,9,1.45%,1,11.11%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,401,8,7,0,2.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,87,0,0.00%,0,0.00%,0.00%,81,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,2,2,0,110,1,0.91%,0,0.00%,0.00%,103,1,0.97%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%,103,1,0.97%,0,0.00%,0.00%,97,1,1.03%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,496,9,1.81%,1,11.11%,0.00%,442,8,1.81%,1,12.50%,0.00%
"Paku Refill Stamset Gun Paku Tembak Beton ukuran 7.3mm 100 pcs PAKU TEMBAK BETON, PAKU BAJA Fastening gun",1729645978928514557,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,10,0,0.00%,0,0.00%,0.00%,5,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,9,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,10,0,0.00%,0,0.00%,0.00%,5,0,0.00%,0,0.00%,0.00%
Kairos Mesin Gerinda 400 w Tangan 4 inch Mesin Gerinda Listrik Kualitas Tinggi Angle Grinder Untuk Potong Poles,1733364486229755389,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,137,5,3.65%,0,0.00%,0.00%,99,5,5.05%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,72,2,2,0,2.78%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,73,4,5.48%,0,0.00%,0.00%,45,4,8.89%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,45,3,6.67%,0,0.00%,0.00%,38,3,7.89%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,64,1,1.56%,0,0.00%,0.00%,54,1,1.85%,0,0.00%,0.00%
Fisch Vacuum Vacum Cleaner Mobil Portable Penyedot Debu Mobil,1729724769923532285,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,3,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,3,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%
Tang Jepit Buaya bengkok 10 inch 250MM 6545 kabel multifungsi,1732911625902392829,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,39,0,0.00%,0,0.00%,0.00%,31,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,22,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,2,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,37,0,0.00%,0,0.00%,0.00%,29,0,0.00%,0,0.00%,0.00%
Yukido Kunci Socket Wrench Set 1/4 DR 46pcs Sock Set,1729881229577718269,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,27,2,7.41%,0,0.00%,0.00%,24,2,8.33%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,17,2,2,0,11.76%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,2,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,25,2,8.00%,0,0.00%,0.00%,23,2,8.70%,0,0.00%,0.00%
PAKET HEMAT || Mesin Bor 13mm dan Gerinda 4 Inch Mikayo Japan Technology Electric Drill dan Angle Grinder Mesin Selepan Listrik,1730166700562220541,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,34,1,2.94%,0,0.00%,0.00%,32,1,3.13%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,27,1,1,0,3.70%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,19,1,5.26%,0,0.00%,0.00%,17,1,5.88%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,19,1,5.26%,0,0.00%,0.00%,17,1,5.88%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,15,0,0.00%,0,0.00%,0.00%,15,0,0.00%,0,0.00%,0.00%
Mesin Bor Listrik 13MM Mikayo Bonus Mata Bor RH435-13 dengan Kecepatan Variabel dan Bolak Balik,1730198763682301437,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,17,0,0.00%,0,0.00%,0.00%,14,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,13,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,1,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,16,0,0.00%,0,0.00%,0.00%,13,0,0.00%,0,0.00%,0.00%
MESIN SERUT /PLANER/KETAM /SUGU /PASAH KAYU MODEL HARGA TERMURAH,1730231282105615869,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,9342,396,4.24%,5,1.26%,0.00%,7865,339,4.31%,5,1.47%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,3707,177,149,0,4.77%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,15,355,6,1.69%,0,0.00%,0.00%,331,4,1.21%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,1,976,59,6.05%,0,0.00%,0.00%,873,56,6.41%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,12,9,6,3260,120,3.68%,0,0.00%,0.00%,2753,96,3.49%,0,0.00%,0.00%,2538,87,3.43%,0,0.00%,0.00%,2171,67,3.09%,0,0.00%,0.00%,648,31,4.78%,0,0.00%,0.00%,549,28,5.10%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,4751,211,4.44%,5,2.37%,0.00%,3936,182,4.62%,5,2.75%,0.00%
YUKIDO Tracker Magnet Puller No.3 Treker Pembuka Magnet Motor #3 Kharisma NSR Tiger Ninja Satria Thunder 125 RX Blade,1730340280280188413,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,344,7,2.03%,1,14.29%,0.00%,313,6,1.92%,1,16.67%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,246,6,5,0,2.44%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,344,7,2.03%,1,14.29%,0.00%,313,6,1.92%,1,16.67%,0.00%
Pelindung Telinga Ear Muff RF-013,1733134988984616445,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,114,2,1.75%,0,0.00%,0.00%,104,2,1.92%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,56,2,2,0,3.57%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,114,2,1.75%,0,0.00%,0.00%,104,2,1.92%,0,0.00%,0.00%
Kunci Ring Pas Set 8pcs Lengkap Kunci Pas Ring Set Kunci Kombinasi Spanner Wrench 8-17MM,1733532665244190205,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,5,0,0.00%,0,0.00%,0.00%,5,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,3,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,5,0,0.00%,0,0.00%,0.00%,5,0,0.00%,0,0.00%,0.00%
120A 400W NEW MESIN LAS 400 WATT REDFOX MMA - 120 AMPERE TRAVO LAS INVERTER FULLSET BONUS TOPI,1730193444558702077,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,22,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,19,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,22,0,0.00%,0,0.00%,0.00%,2,0,0.00%,0,0.00%,0.00%
Isi Ulang Lem Tembak Ukuran 7mmx20cm Refil Glue Gun Stick Hot Melt Lilin Bening Cair Panjang20cm 10W,1734165909094368765,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,198,1,0.51%,0,0.00%,0.00%,182,1,0.55%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,126,1,1,0,0.79%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,198,1,0.51%,0,0.00%,0.00%,182,1,0.55%,0,0.00%,0.00%
"Roda Heavy Duty PU Rem 5 Inch 5"" Roda Kastor Caster Etelase Gerobak Trolley Troli",1729461139051480573,GMV & produk terjual = 0,Aktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,5,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,4,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,5,0,0.00%,0,0.00%,0.00%,3,0,0.00%,0,0.00%,0.00%
WELHOME Kompor Gas Griller panggangan / bakaran sosis / ayam /sate /ikan 65cm 50cm plat stainless paket regulator,1732653702882821629,GMV & produk terjual = 0,Nonaktif,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,18,2,11.11%,0,0.00%,0.00%,13,2,15.38%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,1,0,0,0,0.00%,0.00%,Rp0,0,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,Rp0,0,0,0,0,Rp0,0,0,0,11,2,18.18%,0,0.00%,0.00%,7,2,28.57%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,0,0,0.00%,0,0.00%,0.00%,11,2,18.18%,0,0.00%,0.00%,7,2,28.57%,0,0.00%,0.00%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,7,0,0.00%,0,0.00%,0.00%,6,0,0.00%,0,0.00%,0.00%
